"Title","Body","Submitted" 
"9460","TW: suicide, self-harm

💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩 No one knows I tried hanging myself two weeks ago.","September 28, 2018 5:47:44 AM +08"
"9432","When you know the SOM Girl is some scary ass ghost and then you get to meet her in SOM forest at night.","September 27, 2018 11"
"9427","To all the freshies having trouble fitting in with their blocks:
It's okay to not to fit in with your block. Blocks aren't for everyone. One day in the not-so-distant future, you'll find out that some (if not most) of your blockmates were only pretending to be friends with each other just to fit in, and you'll realize that freshman year was just the FC phase. 
Once you outgrow the bulk of your block-section classes, you'll meet new friends in other classes. Take it from me. I met some of my closest friends from the most random classes. (Orgs too, of course, but if that's not your thing, don't feel pressured to join!)
 Bottomline is: Don't feel the need to fit in with your block. Try to make friends outside of your block, even if that just means coursemates. And most of all, you don't have to pretend to be someone you're not! You're great the way you are, and you'll find the right people in due time. 
 You too will outgrow this loneliness, I promise you. Hang in there! 💙 From a senior who was once a sad freshie 😊","September 27, 2018 11:41:27 PM +08"
"9425","When two of your subjects require you to attend a forum at the same time.","September 27, 2018 11"
"9420","tara overwatch","September 27, 2018 11:2"
"9395","This made me an even prouder ADMU freshman than I already was!","September 27, 2018 10"
"9393","hi i need friends who like musicals","September 27, 2018 10"
"9382","Sarap pagtripan yung mga cute na tao

Tag a cutie friend below 😉","September 27, 2018 10:00:10 PM +08"
"9366","L A M P","September 27, 2018 9"
"9365","Atenean Merries please greet Ahin a Happy Birthday!","September 27, 2018 9"
"9362","Y’all dont really want love. You guys really want security.","September 27, 2018 9"
"9361","Pano ba mag rendezvous?

I passed by SOM Forest 7:15pm kanina pero walang nag-approach sa akin to rendezvous? Is it dead na ba wala nang rendezvous thingy?","September 27, 2018 9:04:22 PM +08"
"9359","Tbh, idk why people are hating on Nutriasia.

1st, the people on strike aren't Nutriasia employees. They're B-Mirk Enterprise employees, they go to Nutriasia as outsourced workers (Like a call center agent doing work for a client, but is signed under the call center, not the client). Getting mad at Nutriasia is like getting mad at the call center's client because the client refuses to (and tbh, they shouldn't) give the call center employees benefits that they aren't entitled to anyway. Since you know... the workers are not the client's employees, they're the call center's... It's B-Mirk's job to ensure that the employees are enjoying benefits from them and are paid well, not Nutriasia. 2nd, the police were the one who beat them up, not Nutriasia.  So why is the hate targeted towards Nutriasia when it should be towards B-Mirk Enterprise and the police? The only sin of Nutriasia here is picking a bad labor provider, nothing more really.","September 27, 2018 9:03:41 PM +08"
"9355","um okay

this shit has been chewing me up for the last couple of days and i really can’t tell anyone and i know i can’t tell my friends or my blockmates because fuckkk this is humiliating and a bit disgusting but i think.......... i may have a crush on my prof? and i’m annoyed because tbh he’s not even that hot so  please tell me this is perfectly normal and that i’m not the only one k thanks bye","September 27, 2018 8:47:26 PM +08"
"9352","yo to the girl na natapilok sa sweet inspirations kanina hope ur okay and sorry for staring at times

i think we awkward smiled at each other at one point HAHAHA ingats and ice that ankle","September 27, 2018 8:37:49 PM +08"
"9339","working on a group paper but ur groupmate leaves","September 27, 2018 8"
"9320","Does anybody here play Fallen London? Just a fellow Londoner looking for an active contact. 
Open to all social interactions. But no seeking pls. http://fallenlondon.storynexus.com/Profile/Negsy","September 27, 2018 7:14:03 PM +08"
"9309","I just want to say that I really appreciate this page. It’s perfect for people like me who want to share their feelings and experiences but have nobody to share them with.","September 27, 2018 6"
"9300","Anybody here followers of Jordan Peterson?!","September 27, 2018 6"
"9282","No to ethnocentrism! Lahat tayo pantay. Lahat tayo ay Pilipino

At ang Pilipino ay hindi lang Tagalog, so don't get triggered right away if one says Filipino is the national language.","September 27, 2018 6:04:40 PM +08"
"9258","tangina i asked you to be my wingman. Ngayon ikaw na kalaban ko","September 27, 2018 4"
"9257","News flash! The world doesn't revolve around you. People don't exist to sate your tastes. Grow up and stop villainizing people who don't give you everything you want. Get your shit together, sweetheart, before it aaall gets handed to you.","September 27, 2018 4"
"9255","thank you peeps","September 27, 2018 4"
"9253","thank you peeps","September 27, 2018 4"
"9246","Is this our blue eagle???","September 27, 2018 3"
"9223","why do cheaters cheat w ugly people lol","September 27, 2018 1"
"9222","I'm very much convinced that I'm currently at the lowest point in my life. I've overextended my stay at college, lost friends from a big slip from my vulnerable ass, and disappointed my family by failing a class for the 3rd time. It's like the more I fight, the more willpower I lose. Every time I try it all just blows up in my face. I genuinely think I just destroy everything I touch and keep lying about it to keep being likable. Now I'm gonna have to go through these next 2 years or so alone because all my friends have graduated and won't talk to me, and heaven knows I'm a brick wall when it comes to socializing and meeting new people. Not to mention I'm far from husband material with my exponentially extending list of failures. Hahaha. And here I am feeling sorry for myself on a Facebook group instead of trying to fix things. I'm better off as fertilizer for the trees.","September 27, 2018 1:12:20 PM +08"
"9220","Everyone's going gaga over the fact that Jolibee's bringing Panda Express here. What happened to the ""boycott JFC"" posts y'all were sharing?

Pepperidge Farm remembers, and y'all just some hungry hungry hippos.","September 27, 2018 1:05:45 PM +08"
"9219","I fear pain and hell enough to want to die. But I comfort myself sometimes by thinking of all the nice anecdotes that people would share about me if I were to die all of a sudden.","September 27, 2018 1"
"9212","You've seen juizy juiz now get a load of","September 27, 2018 12"
"9209","[ Fortnite Tournament ] 🏆

Hello. We are the hosts of the 1v1 tourney that was posted here a few days ago. Due to the large amount of students that signed up and its high demand, we will be hosting a DUOS tourney after the first tourney is finished, complete with CASH PRIZES for 1st, 2nd, and 3rd place (P250 entry fee per duo. More info soon). REGISTER: bit.ly/fnbrduosDN Only 32 players (16 duos) will be chosen so register yourself and your duo partner ASAP! Limited to PC, PS4, and XBOX players ONLY. P.S. For the time being, only students of ADMU (+AHS), UPD, Xavier, DLSU (+SHS), and CSB will be accommodated.","September 27, 2018 11:40:31 AM +08"
"9208","In this word there are two type of people. We are either fake or a hypocrite","September 27, 2018 11"
"9207","Ganun ba ako ka-panget na wala man lang gustong kumausap sakin? Rip in piece","September 27, 2018 11"
